nesdis_id,nwsli,state_code,latitude_d,longitude_d,owner_code,pe1,pe2,pe3,pe4,pe5,pe6,pe7,pe8,pe9,pe10,pe11,pe12,pe13,pe14,pe15,pe16,pe17,pe18,pe19,pe20,pe21,p322,pe23,pe24,pe25
CE72676C,CDNT2,TX,35.935,-100.37,CESWT1,PC,HG,,,,,,,,,,,,,,,,,,,,,,
FA62C0DC,CEDT2,TX,35.6903,-101.568,NPS003,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
177B46E4,CFBT2,TX,32.665,-97.4417,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
D1097236,CFKT2,TX,30.2444,-95.4569,USGS01,HG,PC,TW,WC,WP,WT,WO,,,,,,,,,,,,,,,,,
172FE764,CGAT2,TX,31.9669,-96.0469,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE6BC1D2,CGET2,TX,32.225,-94.2253,USGS01,HG,HG,PC,,,,,,,,,,,,,,,,,,,,,
DE59143E,CGNT2,TX,30.6092,-96.0653,USGS01,HP,PC,,,,,,,,,,,,,,,,,,,,,,
CE33F328,CHLT2,TX,34.5692,-100.194,CESWT1,PC,HG,,,,,,,,,,,,,,,,,,,,,,
DDD9B198,CHVT2,TX,31.1869,-100.502,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDF985EC,CHWT2,TX,34.0531,-98.2964,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
D109A45E,CHYT2,TX,35.675,-102.281,USGS01,PC,,,,,,,,,,,,,,,,,,,,,,,
17D7E1D6,CICT2,TX,29.775,-98.7094,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
DD626590,CJNT2,TX,31.8792,-99.2778,USGS01,HG,PC,HG,,,,,,,,,,,,,,,,,,,,,
16CD5BE4,CKDT2,TX,28.7308,-97.1647,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
8842246E,CKNT2,TX,30.2361,-95.4831,TXFSRA,PC,US,UD,TA,MT,XR,VB,PA,MM,UR,UP,RW,,,,,,,,,,,,
8840E484,CKST2,TX,33.6269,-95.0906,TXFSRA,PC,US,UD,TA,MT,XR,VB,PA,MM,UR,UP,RW,,,,,,,,,,,,
